ASIN,Binding,Brand,Color,Feature,Label,ListPrice,Manufacturer,Model,MPN,PackageDimensions,PackageQuantity,PartNumber,ProductGroup,ProductTypeName,Publisher,Size,Studio,Title,LowestNewPrice,TotalNew,TotalUsed,TotalCollectible,TotalRefurbished,TotalOffers,TotalOfferPages,MoreOffersUrl,Offers_number,min_condition,min_price,max_condition,max_price
B01N74PB7S,Electronics,LG Electronics,Black,Multiregion DVD player to play your DVD from anywhere in the world.;USB Direct Recording: Allows you to directly extract audio tracks from CDs and transfer them to a USB device. Insert a CD and make your own MP3 music file collection.;This slim DVD player from LG features a compact design (25 cm) wide.;Multi-Format Playback: Enjoy video and audio from multiple media formats like DVD; DivX; CD and MP3. USB 2.0 Playback: USB lets you view family photos; watch videos and listen to music from USB storage devices.;Please note; This unit has NOT been hardware modified ; it is a software upgrade that has the Multiregion ability. This upgrade does not affect the warranty of the unit.,LG,[object Object],LG,DP132,DP132 (EGBRLL),[object Object],1,DP132 (EGBRLL),CE,CONSUMER_ELECTRONICS,LG,24.9 x 20.3 x 3.8 CM,LG,MULTIREGION LG DP132 Multi-Format Compact Size (25cm) DVD Player With USB Plus JPG Playback; MP3; DivX - Dolby Digital Support - Parental Lock - Include Phono To Scart Lead and wallet,£29.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01N74PB7S?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01N74PB7S,1,New,£29.99,New,£29.99,
B071HTQ74Z,Personal Computers,Patuoxun,Black,【PLUG AND PLAY】 No drive needed; no complicated installation; easy to use.;【GREAT PERFORMANCE】 It Features strong error-correcting ability; anti-shock and noise reduction technology; low power consumption; and powered by the USB port; no external adapter needed.;【USB 3.0 INTERFACE】 USB 3.0 provides more stable performance; compatible with USB 2.0 and USB 1.0 as well. Embedded USB cable design; easy for storage. You won't be annoyed by losing this little cable.;【UNIQUE BURNING TECHNOLOGY】 Adopted unique intelligent burning technology; you can burn your disc or interrupt recording at your ease. Pop-up button and disc tray design makes it convenient to read or write discs;【CLASSIC APPEARANCE】 With exterior hairline finish; this CD / DVD writer / burner / player is fashionable and scratch-proof. With 9.6mm internal chip; this external hard drive features ultra slim; lightweight; compact; portable.;【UNIQUE BURNING TECHNOLOGY】 You can burn your disc or interrupt recording at your ease. Compatible with Windows 2000; 7; 8; XP; Vista and all versions of MAC OS systems. [NOTE] Please hook up the device to the direct USB port on your computer; this drive is Not suitable for The New Macbook Pro which is without USB port.,Patuoxun,[object Object],Patuoxun,PPC010B-UKAA2,PPC010B-UKAA2,[object Object],undefined,PPC010B-UKAA2,Personal Computer,COMPUTER_COMPONENT,Patuoxun,undefined,Patuoxun,USB 3.0 External DVD Drive Patuoxun CD Drive Burner ;  [High Speed] CD DVD Writer Player for Apple MacBook Air; Macbook Pro; Mac OS; PC; Dell; Acer; Samsung Laptop,£20.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B071HTQ74Z?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B071HTQ74Z,1,New,£35.99,New,£35.99,
B009VX2S6Q,Electronics,DBPOWER,Black,Improved Battery Extends play time to 5 hours; more play time; more fun;Direct Play via USB and SD card; Convenient for use while traveling;7.5 inch Screen; Swivels and Rotates 360 Degrees for Easy and Perfect Visibility;We can use the earphone with our portable dvd player;Shock Resistant,DBPOWER,[object Object],DBPOWER,M1P-0181Q-1204,M1P-0181Q-1204,[object Object],1,M1P-0181Q-1204,CE,AUDIO_OR_VIDEO,DBPOWER,7.5",DBPOWER,DBPOWER 7.5"Portable DVD Player; 5 Hour Rechargeable Battery; Swivel Screen; Supports SD Card and USB; Direct Play in Formats AVI/RMVB/MP3/JPEG (Black),£41.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B009VX2S6Q?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B009VX2S6Q,1,New,£69.99,New,£69.99,
B01AAH1CYA,Electronics,Sony,Black,Experience high quality Video in Full HD 1080p.;Access over 300 online apps for catch-up TV like BBCiPlayer or Channel 5; and VoD like Netflix  and many more;Enjoy PlayStation3 games streamed via the cloud without a console with PlayStation Now; giving more people the opportunity to experience the world of PlayStation;USB input to play audio and video files from an external media source;Quick Start and Loading: Boots up in less than 1 sec when in Super quick start mode;Static,Sony,[object Object],Sony,BDPS1700B.CEK,BDPS1700B.CEK,[object Object],1,BDPS1700B.CEK,Home Theater,ABIS_ELECTRONICS,Sony,undefined,Sony,Sony BDP-S1700 SMART Blu-Ray and DVD Player with Built-In Apps (new for 2016),£59.00,24,22,0,2,3,1,https://www.amazon.co.uk/gp/offer-listing/B01AAH1CYA?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01AAH1CYA,3,Refurbished,£35.99,New,£59.00,
B071D59RLK,Electronics,apeman,Black,【Freely usage & reasonable price】 The product has a affordable price with an 7 inch diagonal and a weight of 2.77pound. It's small size and light weight allow you to bring it for travailing; camping; bed-time or bus-riding recreation.;【Stylistic design】Elegant appearance with black patterned plastic cover and aluminium press keys. The screen has a 180°rotation to left side and 90°rotation to right; offering you a freewill and broad viewing scope with prominent picture.;【Game function】Equipped with Game USB for game joysticks; it provides an extra entertainment of playing game.;【Easy to operate】Control panel is composed by clear keys. You can enjoy a human-friendly interface in which volume up & down; previous & next; reverse& forward and stop&play can by found and tap easily.;【Various matching devices】The DVD player is equipped with remote controller; three in one AV cable ordinary charger and car charger providing you a continent usage and thorough services. The internal battery provides up to 4 hours of continuous use before requiring another charge.,apeman,[object Object],apeman,PV760,PV760,[object Object],1,PV760,CE,CONSUMER_ELECTRONICS,apeman,undefined,apeman,APEMAN 7'' Portable DVD Player for Kids and Car Swivel Screen Support SD card USB CD DVD with AV Input/Output and Earphone Port 4 Hours Built-in Rechargeable Battery,£45.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B071D59RLK?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B071D59RLK,1,New,£99.99,New,£99.99,
B072FQSDWY,undefined,ieGeek,Black,Fits for ieGeek 9.5 inch; 11 inch ;12.5 inch Swivel & Flip style Portable DVD Players.;Adjustable straps allow for easy; quick and secure mounting to most cars' headrests.;Made of durable nylon - Resists wear and stains.;Side access to ports and connections.;Makes you to enjoy music or movies in your car comfortably.,ieGeek,[object Object],ieGeek,undefined,undefined,[object Object],1,undefined,CE,PORTABLE_AV_DEVICE,ieGeek,undefined,ieGeek,ieGeek Car Headrest Mount Portable DVD Player Case/Bag For ieGeek 9.5"-12.5" Portable DVD Player,£12.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B072FQSDWY?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B072FQSDWY,1,New,£29.99,New,£29.99,
B072LTLVZK,Electronics,ieGeek,Blue,12.5 inch DVD Player (include out frame); 9.5 inch TFT LCD Screen with 270°rotation;Boxed With Mains Adapter - In Car Adapter - Remote Control - Game joystick & User Manual;Improved Battery: up to 5 hours continuous play;more play time;more joy;Direct Play via USB and SD card; enjoy your digital movies and MP3 files directly while traveling;18 month warranty Provide; No after-sale worries,ieGeek,[object Object],ieGeek,NS-108,undefined,[object Object],1,undefined,CE,AUDIO_OR_VIDEO,ieGeek,undefined,ieGeek,ieGeek 9.5" Portable DVD Player; 5 Hour Rechargeable Battery; Swivel Screen; Supports SD Card and USB; Direct Play in Formats AVI/RMVB/MP3/JPEG (Blue),£51.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B072LTLVZK?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B072LTLVZK,1,New,£109.99,New,£109.99,
B01KNETZ2Q,Electronics,ieGeek,Purple,11 inch DVD Player (include out frame); 9.5 inch TFT LCD Screen with 270°rotation;Boxed With Mains Adapter - In Car Adapter - Remote Control - Game joystick & User Manual;Improved Battery: up to 5 hours continuous play; more play time; more joy;Direct Play via USB and SD card; enjoy your digital movies and MP3 files directly while traveling;18 month warranty Provide; No after-sale worries,ieGeek,[object Object],ieGeek,HK969,HK969,[object Object],1,HK969,CE,PORTABLE_AV_DEVICE,ieGeek,undefined,ieGeek,ieGeek 9.5'' Portable DVD Player with 5 Hour Rechargeable Battery; 360°LCD Eye Protection Swivel Screen; Supports 32GB SD Card and USB; with Remote Controller + Game Joystick +Car Charger （Purple）,£51.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01KNETZ2Q?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01KNETZ2Q,1,New,£89.99,New,£89.99,
B01J3TBKXO,undefined,ieGeek,Blue,1. Bigger Than Bigger; 13.8 inch Player; 10.5 inch Screen;2. Improved Battery Extends play time to 6 hours;3. Swivels and Rotates 360 Degrees for Easy and Perfect Visibility; Shock Resistant;4. Direct Play via USB and SD card; Convenient for use While Traveling;5. Fully Retail Boxed With Mains Adapter - In Car Adapter - Remote -Game Controller & User Manual,ieGeek,[object Object],ieGeek,DP0071-GH,DP0071-GH,[object Object],1,DP0071-GH,CE,PORTABLE_AV_DEVICE,ieGeek,undefined,ieGeek,ieGeek 13.8" Portable DVD Player with Swivel Screen; 6 Hour Rechargeable Battery; Supports SD Card and USB; Direct Play in Formats MP4/AVI/RMVB/MP3/JPEG; Blue,£69.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01J3TBKXO?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01J3TBKXO,1,New,£119.99,New,£119.99,
B00QU0VN3M,Electronics,Power Adapters UK,undefined,1.2m twin lead length - 12v dc output - 3 amp max power - Thicker quality construction;Well proven adapter tested on twin screen Portable DVD Players and pther devices - Highly Reliable;Designed to work with 12 Volt cigarette lighter sockets - suitable for use in Cars; Vans; Caravans etc;Replaceable Fuse - Led light to confirm power;1 year warranty - Buy with Confidence,CableRite,[object Object],CableRite,9-ca-twin-417-023,9-ca-twin-417-023,[object Object],undefined,9-ca-twin-417-023,CE,ACCESSORY_OR_PART_OR_SUPPLY,CableRite,undefined,CableRite,LOGIK L9DUALM12 12v Portable DVD Player Dual Twin Screen Double In Car Charger,£10.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B00QU0VN3M?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B00QU0VN3M,1,New,£10.99,New,£10.99,
B00PYEP6HO,Electronics,Akai,Black,Enjoy the authentic cinema experience in the comfort of your own home with all of your preferable DVDs;Connect to any television with its handy SCART output whilst USB input device allows for the viewing of various formats;DVD player is compatible with MP3; MP4 and JPEG for versatile viewing;Take total control of your viewing enjoyment with the included remote control;Complete in an elegant and compact design for an added touch to your home; 3 years guarantee,AKAI,[object Object],AKAI,A51002,A51002,[object Object],1,A51002,CE,ABIS_ELECTRONICS,AKAI,undefined,AKAI,Akai A51002 Compact DVD Player Compatible with MP3; MP4 and JPEG with USB and SCART Output - Black,£21.00,9,1,0,0,2,1,https://www.amazon.co.uk/gp/offer-listing/B00PYEP6HO?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B00PYEP6HO,2,New,£21.00,Used,£21.76,
B01GN08EQM,undefined,NAVISKAUTO,Black,★7 seconds ultimate electronic shock resistance;comes with a headrest mount case and car charger for In-car use;★Inbuilt Full 2600mAh rechargeable Battery and efficient design; more play time;more fun;★(Region-free) Multi region CD DVD lens/drive;support DVD±R/VCD/CD-R/CD-RW/SVCD/DIVX/AVI;★9-inch digital wide view LCD Screen and 270-degree adjustable frame;★Built-in dual speakers and USB/SD slot; support AUX ;video input and AV out,Sokesi,[object Object],Sokesi,SOKESI-PD0901,SOKESI-PD0901,[object Object],1,SOKESI-PD0901,CE,PORTABLE_AV_DEVICE,Sokesi,undefined,Sokesi,NAVISKAUTO 9 Inch Portable DVD Player With Built-in 5 Hours Rechargeable Battery Swivel LCD Screen Support CD MP3 AUX AV; Includes Headrest Mount Case Car Charger (Black),£66.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01GN08EQM?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01GN08EQM,1,New,£66.99,New,£66.99,
B0719PGHJ1,Electronics,ieGeek,Purple,12.5 inch DVD Player (include out frame); 9.5 inch TFT LCD Screen with 270°rotation;Boxed With Mains Adapter - In Car Adapter - Remote Control - Game joystick & User Manual;Improved Battery: up to 5 hours continuous play;more play time;more joy;Direct Play via USB and SD card; enjoy your digital movies and MP3 files directly while traveling;18 month warranty Provide; No after-sale worries,ieGeek,[object Object],ieGeek,NS-108,undefined,[object Object],1,undefined,CE,AUDIO_OR_VIDEO,ieGeek,undefined,ieGeek,ieGeek 9.5" Portable DVD Player; 5 Hour Rechargeable Battery; Swivel Screen; Supports SD Card and USB; Direct Play in Formats AVI/RMVB/MP3/JPEG (Purple),£51.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B0719PGHJ1?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B0719PGHJ1,1,New,£109.99,New,£109.99,
B00JE7Y9HK,Electronics,LG Electronics,Black,1080p up-scaling via HDMI - up scales your standard definition DVD discs to near-Full HD quality when connected to an HDTV;Progressive scan - projects all the colours onto the screen instantly; resulting in flicker-free and high-density images;LG system will play back everything from CD to DivX movies from the internet (DVDR/RW; CD; MP3; WMA; JPEG);USB Contents Playback - plug in your USB to view your favourite pictures and videos on your TV,LG,[object Object],LG,DP542H,DP542H,[object Object],1,DP542H,Home Theater,ABIS_ELECTRONICS,LG,undefined,LG,LG DP542H Full HD 1080p DVD Player - Black,£40.80,6,2,0,0,2,1,https://www.amazon.co.uk/gp/offer-listing/B00JE7Y9HK?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B00JE7Y9HK,2,Used,£31.96,New,£40.80,
B01K1XCFQ2,undefined,NAVISKAUTO,undefined,Front + Back dual layer protector;Durable 600D nylon Oxford;Adjustable straps;easy to mount and remove;Special designs for all ports;Let you enjoy musics or movies in your car more comfortable,Sokesi,[object Object],Sokesi,SOKESI-Y0230,SOKESI-Y0230,[object Object],1,SOKESI-Y0230,Automotive Parts and Accessories,AUTO_ACCESSORY,Sokesi,7 inch,Sokesi,NAVISKAUTO Universal 7" Car Headrest Mount Holder Protective Cover Portable DVD Player Case,£8.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01K1XCFQ2?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01K1XCFQ2,1,New,£8.99,New,£8.99,
B01MRFLBZ1,Electronics,NAVISKAUTO,undefined,10.1" digital wide view screen;1 portable dvd player and 1 external monitor ;support AUX;video input/output easily by AV socket;Multi-region CD DVD lens and support DVD±R; DVD±RW; DVD-5;CD-R; CD-RW; DVD-9;VCD;Built-in 5 hours rechargeable battery (2700mAh) in the player; more play time ;more fun;Built-in 4x2W dual speakers; support SD/USB device( up to 128GB;FAT32 );Comes with car headrest mount kits and car charger/ 3-pin AC power adapter; can be for in-car use;camping; home entertainment,Sokesi,[object Object],Sokesi,SUOKESI-CH1014B,SUOKESI-CH1014B,[object Object],undefined,SUOKESI-CH1014B,CE,CAR_ELECTRONICS,Sokesi,10.1-inch,Sokesi,Twin Screens 10.1 Inch Portable DVD Player NAVISKAUTO Headrest Monitors LED Screen With 5 Hours Rechargeable Battery,£119.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01MRFLBZ1?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01MRFLBZ1,1,New,£148.99,New,£148.99,
B01M5AYFW4,Electronics,NAVISKAUTO,Black,Full nylon lycra fabric lining and polyester foam padding layer protect your device against the dust; water and shock.;Hidden smart bags ideal for storage of small items such as power adapters; cables; pens and notebook;New designed zipper let you smoothly open the bag and convenient access;Features a well designed handle for easier carrying;Can be used for a long time;no need to worry about the deformation.,Sokesi,[object Object],Sokesi,SUOKESI-Y0249,SUOKESI-Y0249,[object Object],undefined,SUOKESI-Y0249,CE,CARRYING_CASE_OR_BAG,Sokesi,undefined,Sokesi,NAVISKAUTO 12.5 - 13.3 inch Sleeve Case for Portable DVD Player Water Resistant Shockproof with Handle Fit MacBook Laptop ;Tablet (Black),£12.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B01M5AYFW4?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B01M5AYFW4,1,New,£16.99,New,£16.99,
B00JTQTJIA,Electronics,DBPOWER,Black,Fits most 7-7.5 inch Swivel & Flip style Portable DVD Players;Adjustable straps allow for easy; quick and secure mounting to most cars' headrests;Made off durable nylon - Resists wear and stains;Side access to ports and connections;Makes you to enjoy music or movies in your car comfortably,DBPOWER,[object Object],DBPOWER,mp0385-1503,mp0385-1503,[object Object],1,mp0385-1503,CE,CONSUMER_ELECTRONICS,DBPOWER,7.5 Inch,DBPOWER,DBPOWER 7/7.5 Car Headrest Moust Holder Strap Case for Swivel & Flip Style Portable DVD Player,£10.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B00JTQTJIA?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B00JTQTJIA,1,New,£10.99,New,£10.99,
B0174JFQ6M,Electronics,ACAdaptorsRUS,undefined,AC ADAPTORS R US LTD;Trading Since 2011.;Customer Service Phone Line open 9am-4pm.;Collection available from Leicester.,ACAdaptorsRUS,[object Object],ACAdaptorsRUS,O6,O6,undefined,undefined,O6,CE,POWER_SUPPLIES_OR_PROTECTION,ACAdaptorsRUS,undefined,ACAdaptorsRUS,9V Mains AC-DC Adaptor Charger for Argos Bush 10in 10" Inch Portable DVD Player,£8.99,1,0,0,0,1,1,https://www.amazon.co.uk/gp/offer-listing/B0174JFQ6M?SubscriptionId=AKIAI7UIBW6PANJASE6A&tag=datagatherer&linkCode=xm2&camp=2025&creative=12734&creativeASIN=B0174JFQ6M,1,New,£8.99,New,£8.99,
